run_id,dataset,series_id,model,family,context_length,horizon,window_index,mae,rmse,mase,smape,latency_ms,peak_mem_mb,train_seconds,params,zero_shot,git_sha,config_hash,measured,timestamp
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,0,17.541666666666668,27.465129406819358,3.6345323741007194,78.60891444156626,0.13211400073487312,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,1,3.6666666666666665,4.368447474027052,0.4672566371681416,59.93691493691493,0.07633899804204702,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,2,6.520833333333333,12.515823318237333,0.5491228070175438,63.227834539793626,0.06993200076976791,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,3,2.7291666666666665,5.246030245179047,0.7907444668008048,23.324227881459727,0.08623699977761135,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,4,4.3125,9.781998773256925,0.24555160142348753,62.56279295752979,0.062392002291744575,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,5,5.0625,10.538619454178995,1.5610278372591007,49.104435766587464,0.08194299880415201,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,6,5.708333333333333,8.34665601703261,0.38718794159208664,8.215892406421874,0.0777790010033641,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,7,31.25,32.21218713468553,2.170767004341534,60.986800828114774,0.08767399776843376,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,8,46.0,46.87483333303704,7.084491978609626,101.3931018570168,0.06690399823128246,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
20260920T021029Z-backtest_h48,electricity_hourly,T1,naive,baseline,168,48,9,16.291666666666668,24.673703951102816,3.501492537313433,36.51348146344716,0.08419599907938391,,,0,true,7fd54a36a28eddab8c6b1f943fff5a8f04111bdc,550d1ed6835cfe45,true,2026-09-20T02:10:30+00:00
